sqft_living,bedrooms,bathrooms,year_built,overall_quality,neighborhood,price,interest_rate,school_score
1922,4,3,2003,7,Edwards,196940.0,5.52,5.6
987,2,1,1972,6,BrDale,115000.0,6.0,4.2
1574,3,2,1976,6,NWAmes,180460.0,8.18,4.5
1344,3,1,1920,5,IDOTRR,146640.0,5.12,6.3
1394,3,1,1963,6,NAmes,149130.0,8.29,5.4
1431,3,1,1962,6,NAmes,156060.0,7.98,8.6
1268,2,1,1954,5,NAmes,134760.0,4.08,4.4
1287,3,1,1959,5,NAmes,166860.0,3.38,5.2
1664,3,2,2000,6,Gilbert,176750.0,3.55,7.5
1588,4,2,1959,4,ClearCr,140132.0,3.1,6.0
752,2,1,1984,6,SawyerW,129440.0,3.52,8.1
1319,3,1,1953,5,NAmes,117720.0,6.76,6.2
1928,4,2,2003,7,CollgCr,224330.0,3.39,8.0
904,1,0,1922,1,Edwards,61750.0,4.75,1.6
914,2,1,1996,5,CollgCr,140050.0,7.65,5.8
2466,4,3,2004,8,Somerst,345610.0,3.13,7.4
1856,1,1,2010,9,StoneBr,386992.0,7.48,8.2
1800,3,2,2000,6,Gilbert,180350.0,4.55,6.0
1691,3,2,1924,5,SWISU,131050.0,3.65,4.8
1301,2,2,2006,7,Somerst,182260.0,6.83,6.5
1797,3,2,2006,7,CollgCr,209120.0,6.46,7.7
784,2,1,1928,6,SawyerW,67510.0,7.83,7.0
1953,3,2,1992,6,ClearCr,233880.0,7.04,6.1
1269,2,2,2004,8,Blmngtn,184740.0,7.42,9.5
1184,5,1,1910,5,Edwards,82350.0,4.55,3.9
1125,3,1,1976,6,Edwards,128060.0,3.98,5.8
1479,3,2,1999,7,CollgCr,184610.0,7.13,6.3
2332,3,2,2007,10,NridgHt,418680.0,7.44,8.1
1367,4,1,1900,5,Edwards,108650.0,8.45,4.9
1961,3,2,2001,6,Mitchel,214190.0,5.27,5.9
882,3,1,1959,5,NAmes,106350.0,5.05,6.5
788,2,1,1941,4,BrkSide,93190.0,7.27,4.6
1034,2,1,1940,5,OldTown,109390.0,4.87,4.0
1144,3,1,1956,5,Edwards,119640.0,8.12,6.9
894,2,1,1972,5,CollgCr,114840.0,7.72,6.2
1812,4,2,1962,5,NAmes,168420.0,5.36,5.6
1077,2,1,1920,5,IDOTRR,60610.0,7.13,4.8
1550,2,2,2006,7,Somerst,234550.0,7.15,6.0
1288,1,1,1996,8,Veenker,249790.0,3.57,7.6
1310,3,2,2005,7,CollgCr,156110.0,7.96,8.1
672,2,1,1940,5,Sawyer,105660.0,5.78,6.9
2263,4,2,1998,8,NoRidge,250350.0,7.55,9.5
1572,3,2,1995,6,Gilbert,168720.0,4.76,5.5
1620,3,2,1976,4,Sawyer,141210.0,7.93,2.9
1639,3,1,1936,6,SWISU,114580.0,5.14,6.1
1680,4,2,1915,6,Crawfor,182820.0,3.06,4.2
2172,3,2,2006,7,NridgHt,271060.0,7.98,7.3
2078,3,2,2007,8,Somerst,344250.0,3.5,7.9
1276,3,1,1958,5,Edwards,60720.0,4.76,4.5
1056,3,1,1955,5,Gilbert,135310.0,8.23,3.4
1478,2,2,2009,7,Somerst,212310.0,8.23,7.5
1028,2,1,1927,5,OldTown,111550.0,6.15,4.5
2097,3,2,1993,7,SawyerW,223560.0,6.48,5.8
1340,3,2,2007,7,Gilbert,179724.0,5.47,4.1
1400,3,1,1978,6,Sawyer,150670.0,4.61,6.0
2624,4,2,1918,6,Crawfor,239570.0,4.81,7.8
1134,3,1,1940,5,Edwards,120900.0,6.7,6.7
1056,3,1,1968,5,NAmes,135580.0,7.14,4.5
1344,2,2,1997,7,Mitchel,199250.0,7.35,6.4
1602,3,2,1977,6,NWAmes,207980.0,7.34,6.5
988,2,1,1954,5,Mitchel,117500.0,3.5,4.0
2630,4,2,1998,8,NoRidge,312840.0,5.72,8.3
1196,2,1,1956,6,NAmes,144040.0,3.32,6.8
1389,3,1,1946,7,OldTown,131940.0,6.02,8.2
1644,2,2,1989,7,SawyerW,273710.0,5.43,6.9
907,3,1,1957,4,NAmes,100368.0,7.88,3.8
1208,2,2,2007,7,CollgCr,195610.0,4.93,6.1
1412,3,2,1988,6,Timber,179080.0,3.64,5.2
987,2,1,1971,6,BrDale,89030.0,3.79,5.8
1198,4,1,1920,6,OldTown,73330.0,7.19,6.4
1365,2,1,1971,5,BrDale,118300.0,6.4,5.9
1604,3,2,1997,6,Gilbert,185320.0,3.56,5.2
630,1,1,1972,4,MeadowV,85620.0,3.46,5.5
1661,3,2,1996,7,CollgCr,206420.0,6.86,6.7
1118,2,1,1920,6,OldTown,120800.0,3.4,6.0
904,2,1,1926,6,BrkSide,111440.0,7.52,5.3
694,2,1,1913,5,Crawfor,84710.0,6.88,2.6
1196,3,1,1920,6,Edwards,114650.0,3.45,6.9
2402,2,2,2008,10,NridgHt,559590.0,3.47,10.0
1440,4,2,1955,4,Edwards,107710.0,8.43,3.7
1573,3,2,1930,5,BrkSide,162720.0,5.06,5.1
1258,2,2,2006,7,Blmngtn,172380.0,5.04,7.5
1908,4,2,1994,7,CollgCr,202590.0,7.47,5.4
1689,3,1,1956,6,Edwards,117870.0,8.21,5.5
1888,2,2,1966,6,NAmes,179740.0,8.42,6.8
1886,4,2,1998,7,Gilbert,193480.0,7.14,5.7
1376,3,2,1937,6,IDOTRR,119290.0,5.07,6.3
1183,2,1,1948,3,OldTown,124620.0,3.46,1.6
813,2,1,1930,6,OldTown,103190.0,7.27,6.5
1533,2,2,1975,7,ClearCr,276790.0,6.07,7.0
1756,3,2,1996,6,Timber,203010.0,5.33,4.4
1590,3,2,2008,8,Somerst,201060.0,7.98,9.2
1728,4,2,1976,5,Mitchel,192170.0,3.61,4.3
1242,3,1,1973,7,NWAmes,173370.0,5.71,6.2
1344,4,1,1916,5,OldTown,103820.0,3.06,5.2
1663,2,1,1954,4,ClearCr,254260.0,5.58,5.1
1666,3,1,1925,8,OldTown,166070.0,3.31,7.0
1203,3,1,1950,5,BrkSide,114050.0,3.65,5.1
1935,3,2,2009,8,Somerst,267485.0,3.65,8.4
1135,3,1,1936,7,SWISU,150290.0,6.57,7.7
864,3,1,1965,5,Sawyer,56083.0,7.1,5.2
1660,3,1,1934,6,Crawfor,185070.0,6.21,5.6
1040,3,2,1978,5,CollgCr,114130.0,8.29,4.2
1414,2,2,2004,7,Blmngtn,178560.0,5.06,7.1
1277,2,1,1970,7,NAmes,168290.0,4.57,5.9
1644,3,1,1942,5,NAmes,138160.0,7.78,2.1
1634,3,2,2006,8,NridgHt,252310.0,4.23,8.4
1710,3,2,1993,6,SawyerW,177100.0,8.3,6.9
1502,1,1,1985,8,StoneBr,217790.0,3.07,5.6
1969,3,2,1977,7,NWAmes,180010.0,8.33,6.0
1072,2,1,2005,6,Edwards,153280.0,3.24,6.6
1976,2,2,2006,8,NridgHt,431300.0,7.9,10.0
1652,2,2,2000,8,StoneBr,248300.0,5.9,8.0
970,2,1,1963,5,Sawyer,122120.0,8.46,4.3
1493,3,2,1997,6,CollgCr,213670.0,3.41,5.8
2643,3,2,2006,9,NridgHt,376850.0,6.05,10.0
1718,3,2,2007,8,CollgCr,287010.0,8.33,7.4
1131,2,1,1937,4,OldTown,86831.0,5.88,3.2
1850,3,2,2004,9,NridgHt,321620.0,6.46,8.5
1792,2,2,2003,9,NridgHt,368510.0,6.83,8.0
1826,4,1,1915,7,OldTown,153500.0,5.5,7.1
1216,2,2,1998,6,Mitchel,159650.0,6.45,7.6
999,3,1,1962,5,Sawyer,128870.0,6.21,5.3
1113,3,1,1950,5,NAmes,138120.0,7.96,4.7
1073,3,1,1965,5,NAmes,161250.0,3.25,4.7
1484,3,2,1971,5,NWAmes,176350.0,4.55,3.4
2414,3,2,1900,5,OldTown,150310.0,8.23,5.9
630,1,1,1970,4,MeadowV,77300.0,7.9,3.9
1304,3,1,1976,5,MeadowV,113470.0,5.51,4.8
1578,3,1,1941,6,NAmes,128770.0,6.41,9.2
1456,3,2,2006,6,Gilbert,174195.0,4.53,6.3
1269,3,1,1960,5,NAmes,157910.0,4.03,4.2
886,2,1,1938,5,OldTown,89650.0,5.55,4.6
720,2,1,1920,4,IDOTRR,35080.0,4.94,5.1
3228,4,3,1992,8,NoRidge,426370.0,6.21,8.1
1820,4,2,1925,7,BrkSide,188710.0,3.43,5.6
899,3,1,1967,5,Sawyer,119920.0,8.36,5.9
912,2,1,1958,5,NAmes,109740.0,8.42,4.3
1218,3,1,1973,6,BrDale,107480.0,6.84,7.9
1768,3,2,2005,7,Somerst,223850.0,5.95,8.1
1214,2,1,1965,5,Edwards,140900.0,4.7,4.6
1801,1,2,1959,7,Crawfor,281560.0,7.48,8.3
1322,3,2,1974,6,NPkVill,141690.0,6.77,6.1
1960,4,2,1952,5,OldTown,127830.0,3.89,5.9
1911,3,2,1993,8,SawyerW,205970.0,8.01,8.5
1218,2,2,2009,6,Somerst,200740.0,7.52,5.2
1378,3,2,1928,7,OldTown,151340.0,8.22,6.4
1041,3,1,1959,5,NAmes,118530.0,6.99,6.0
1363,2,1,1951,5,NAmes,160790.0,6.37,4.7
1368,2,2,2005,7,NridgHt,201765.0,5.3,6.6
864,3,1,1958,5,NAmes,120510.0,8.13,4.0
1080,3,1,1983,6,Mitchel,125720.0,7.76,6.4
789,2,1,1926,5,Crawfor,101750.0,3.25,7.1
2020,3,2,2009,10,NridgHt,408411.0,3.15,8.9
2119,3,2,1972,6,NWAmes,157790.0,5.07,6.0
2344,3,2,1996,7,NoRidge,257620.0,7.46,8.4
1796,3,2,1998,6,CollgCr,200710.0,8.43,5.9
2080,3,1,1926,7,Crawfor,237510.0,3.83,7.5
1294,3,2,1900,4,OldTown,102440.0,6.27,2.9
1244,3,1,1957,6,NAmes,149730.0,5.09,6.4
1664,3,2,1947,6,BrkSide,149010.0,8.33,5.8
4676,3,3,2007,10,Edwards,176860.0,7.63,10.0
2398,3,2,1996,7,NoRidge,307920.0,7.61,8.2
1266,3,2,2005,7,Somerst,174260.0,5.58,9.6
928,2,1,1956,5,NAmes,131160.0,5.28,5.6
2713,3,2,2008,9,NridgHt,447761.0,4.5,9.3
605,2,1,1920,4,Edwards,91070.0,3.31,4.2
2515,4,3,1957,6,Crawfor,192344.0,7.76,5.6
1509,3,2,1988,6,Timber,167590.0,7.47,6.3
1362,3,2,1920,6,BrkSide,117500.0,8.5,5.7
827,2,1,1955,5,NAmes,97060.0,8.48,5.2
334,1,1,1946,1,BrkSide,36150.0,6.05,2.3
1414,3,2,2004,8,Gilbert,171310.0,7.23,7.0
1347,3,1,1910,5,Edwards,97900.0,8.2,6.1
1724,3,2,1998,7,CollgCr,179990.0,7.67,8.3
864,3,1,1972,4,NAmes,113170.0,4.36,3.9
1159,3,1,1968,5,Sawyer,156560.0,5.48,2.9
1601,3,2,2001,8,CollgCr,275870.0,3.71,7.4
1838,2,2,2006,9,Timber,305250.0,8.25,10.0
2285,4,2,2000,8,NoRidge,244010.0,6.33,8.0
1680,3,2,1998,7,NWAmes,215470.0,4.26,6.0
767,1,1,1998,7,NAmes,127930.0,6.69,6.5
1496,3,2,2006,7,Gilbert,175465.0,6.4,7.8
2183,4,2,1988,7,NWAmes,229090.0,4.97,7.5
1635,3,1,1923,6,BrkSide,214140.0,3.62,5.8
768,2,1,1970,5,Mitchel,124430.0,6.69,4.6
825,2,1,1955,5,OldTown,122420.0,5.86,4.6
2094,4,2,2003,7,Somerst,256250.0,7.25,6.1
1069,2,2,1977,6,NPkVill,137420.0,5.86,7.6
928,3,1,1957,5,OldTown,104430.0,7.69,4.7
1717,3,2,2006,8,NridgHt,252380.0,6.04,9.2
1126,2,2,1949,4,Edwards,104730.0,6.09,5.5
2046,3,2,2003,7,NridgHt,275540.0,7.82,8.0
1048,2,1,1922,5,BrkSide,112340.0,5.22,4.6
1092,2,1,1957,5,NAmes,144780.0,3.74,5.4
1336,3,1,1920,4,IDOTRR,113520.0,3.16,4.0
1446,3,2,1996,7,Gilbert,168550.0,7.15,6.1
1557,2,2,2003,7,Blmngtn,229770.0,6.41,7.3
1392,3,1,1957,5,Sawyer,115890.0,6.87,3.8
1389,2,1,1974,5,Mitchel,172490.0,4.17,6.2
996,3,1,1940,5,Edwards,111750.0,3.75,4.5
1674,4,2,1918,6,Edwards,190760.0,3.08,6.2
2295,4,2,1992,7,NoRidge,268210.0,4.93,7.3
1647,4,1,1915,6,SWISU,124280.0,6.24,5.7
2504,4,2,2005,9,StoneBr,324520.0,5.16,9.6
1535,3,2,2004,7,NridgHt,212770.0,5.41,6.5
2132,1,1,1983,8,SawyerW,307690.0,7.97,8.9
943,2,1,1979,5,NAmes,136200.0,4.92,3.7
1728,6,2,1965,5,NAmes,140110.0,5.83,5.1
864,2,1,1959,6,NAmes,113070.0,7.31,7.9
1692,3,2,2009,7,Timber,223960.0,5.18,6.0
1430,3,2,2000,7,Gilbert,165740.0,6.42,6.3
1109,3,1,1971,5,NAmes,130780.0,7.74,5.5
1216,2,1,1947,5,NAmes,108840.0,8.22,5.2
1477,3,2,1928,7,SWISU,148570.0,3.81,7.4
1320,3,1,1966,5,Sawyer,155200.0,8.1,5.5
1392,2,2,2007,7,Somerst,143870.0,5.71,7.6
1795,4,2,1954,5,OldTown,133240.0,4.42,6.1
1429,3,1,1960,6,NAmes,180310.0,5.53,6.4
2042,3,2,2008,8,NridgHt,243123.0,8.39,7.8
816,3,1,1990,6,Edwards,116370.0,5.71,6.7
2775,3,3,1893,10,OldTown,325570.0,4.81,10.0
1573,3,1,1935,4,BrkSide,128560.0,6.48,3.9
2028,2,2,2005,8,Timber,371940.0,4.32,7.0
838,2,1,1918,6,BrkSide,134740.0,3.42,7.1
860,2,1,1982,5,Sawyer,140870.0,3.71,4.9
1473,1,1,1968,5,ClearCr,146900.0,3.7,2.8
935,2,1,1930,5,BrkSide,82980.0,3.84,5.8
1582,3,2,2004,7,CollgCr,189620.0,3.76,6.5
2296,3,2,2008,10,NridgHt,447390.0,6.52,9.9
816,2,1,1982,5,Mitchel,141000.0,4.0,5.3
848,1,1,2003,6,CollgCr,140300.0,4.9,6.2
924,3,1,1975,5,CollgCr,101210.0,7.93,5.7
1826,3,2,2005,8,StoneBr,317170.0,5.61,7.6
1368,3,1,1910,6,OldTown,109494.0,6.67,6.5
1402,2,0,2006,7,Blmngtn,197351.0,3.95,6.7
1647,3,2,1977,5,Crawfor,220320.0,4.06,5.7
1556,3,2,1980,6,Blueste,156340.0,3.22,6.6
1904,3,2,2005,8,NridgHt,278210.0,3.93,7.1
1375,3,1,1937,6,IDOTRR,142410.0,4.53,7.1
1915,3,2,1992,8,SawyerW,223090.0,3.97,7.5
1200,2,2,2004,7,Somerst,155530.0,3.49,7.8
1494,3,2,2002,7,CollgCr,225020.0,3.66,7.4
1986,3,2,1965,7,NAmes,203410.0,5.53,8.8
1040,3,1,1996,5,CollgCr,154610.0,4.13,4.8
2008,3,3,1948,5,Edwards,225000.0,5.0,4.7
3194,4,2,1934,8,Crawfor,356790.0,5.77,8.0
1029,3,1,1961,4,Sawyer,113100.0,6.8,3.7
2153,3,2,2000,9,CollgCr,318340.0,3.22,9.8
1032,3,2,1978,6,NWAmes,140800.0,7.4,4.4
1872,3,2,2001,8,CollgCr,257150.0,6.45,6.9
1120,3,1,2007,5,Mitchel,151650.0,3.45,3.9
630,1,1,1972,4,MeadowV,67100.0,7.8,5.0
1054,3,1,1963,6,NAmes,128320.0,8.06,7.7
1509,3,2,2002,6,Gilbert,188180.0,3.34,5.9
832,2,1,1954,6,NAmes,106940.0,4.52,5.8
1828,3,2,2007,9,NridgHt,307523.0,7.43,9.1
2262,4,2,2003,8,Timber,298640.0,7.12,9.2
864,2,1,1914,3,Edwards,69970.0,4.01,2.1
2614,4,2,1974,6,NWAmes,242550.0,4.15,6.2
980,3,1,1977,5,Sawyer,134880.0,5.04,6.0
1512,2,2,2000,6,Somerst,166520.0,5.66,6.5
1790,4,1,1972,6,NWAmes,160950.0,6.4,6.2
1116,3,1,1962,6,NAmes,159910.0,5.03,7.0
1422,3,1,1960,5,NAmes,138280.0,5.54,2.3
1520,3,1,1955,6,NAmes,146670.0,7.11,6.7
2080,5,1,1969,5,NAmes,140400.0,3.2,4.3
1350,3,1,1964,6,NAmes,170330.0,4.39,4.2
1750,3,1,1880,5,OldTown,118240.0,6.92,5.5
1554,2,2,2006,8,NridgHt,200740.0,7.92,9.4
1411,3,2,1977,7,NWAmes,80070.0,5.81,6.9
1056,3,1,1954,5,NAmes,136610.0,5.93,6.0
1056,0,0,1980,6,OldTown,148230.0,3.59,7.6
3395,8,2,1914,6,SWISU,198620.0,5.46,7.3
800,1,1,1936,2,BrkSide,57210.0,5.93,3.6
1387,3,2,1954,5,OldTown,95010.0,4.33,5.7
796,2,1,1910,5,Edwards,86560.0,4.48,5.1
1567,1,2,2006,8,Blmngtn,264321.0,5.08,6.4
1518,1,1,2003,8,NridgHt,279670.0,3.11,7.8
1929,3,2,2001,7,Somerst,226690.0,4.77,6.2
2704,4,2,1972,8,NAmes,347520.0,4.16,10.0
1620,4,2,1969,5,NWAmes,152600.0,4.8,4.8
1766,2,2,2009,9,Somerst,374898.0,3.66,9.1
981,3,1,1971,6,NAmes,134550.0,7.9,6.6
1048,3,1,1950,5,NAmes,94520.0,6.26,5.0
1094,3,1,1953,6,Edwards,149780.0,6.74,7.7
1839,4,1,1966,6,NAmes,147980.0,7.34,5.4
630,1,1,1970,4,MeadowV,82280.0,5.74,4.2
1665,3,2,2007,7,Somerst,210510.0,3.48,6.3
1510,4,1,1940,4,Edwards,105150.0,5.95,2.7
1716,2,2,1996,7,CollgCr,187310.0,6.23,6.4
1469,3,1,1906,6,IDOTRR,128700.0,7.1,6.0
2113,2,2,1995,8,NoRidge,348890.0,5.37,7.6
1092,3,1,1971,6,BrDale,91900.0,3.7,5.3
1053,3,1,1959,5,NAmes,146820.0,4.56,3.6
1502,3,1,1931,7,Crawfor,149000.0,5.0,6.9
1458,3,1,1948,6,NAmes,92850.0,6.55,4.5
1486,3,1,1964,5,Edwards,163580.0,6.14,5.8
1935,3,2,1976,7,NWAmes,198020.0,4.96,7.1
2448,4,2,1994,8,NoRidge,391710.0,8.43,6.5
1392,2,1,1968,6,NAmes,106010.0,6.33,5.7
1181,3,2,1972,4,Edwards,139600.0,4.3,3.2
2097,1,1,2005,8,Somerst,427320.0,3.56,8.3
1936,3,2,2000,8,Gilbert,233980.0,3.84,9.3
2380,3,2,1965,6,NAmes,130950.0,4.35,4.1
1679,3,2,1994,6,SawyerW,196860.0,3.88,6.1
1437,3,1,1956,5,Sawyer,170910.0,4.03,4.8
1180,2,1,1922,4,Crawfor,138790.0,4.57,4.7
1476,3,2,2005,6,CollgCr,176650.0,3.95,6.2
1369,3,2,1925,6,Edwards,94810.0,7.93,5.2
1208,3,1,1977,6,Veenker,169680.0,3.44,5.7
1839,3,2,1957,6,Crawfor,254860.0,5.88,5.2
1136,3,1,1965,6,NAmes,139220.0,5.26,7.1
1441,3,2,1978,6,NPkVill,138300.0,8.4,6.0
1774,4,2,1900,4,OldTown,91140.0,3.62,5.9
792,2,1,1924,5,OldTown,108930.0,5.19,4.9
2046,3,2,2008,8,StoneBr,362510.0,8.33,7.3
988,3,1,1961,5,Sawyer,120220.0,7.76,3.5
923,2,2,1980,6,SawyerW,135530.0,7.49,4.2
1520,3,1,1932,5,SWISU,161174.0,4.42,3.4
1291,2,1,1996,6,ClearCr,176180.0,3.94,6.3
1668,3,2,2002,9,CollgCr,279960.0,6.68,9.5
1839,4,2,1998,7,NoRidge,211670.0,8.11,5.4
2090,3,2,1984,7,StoneBr,204320.0,6.06,7.9
1761,3,3,2007,7,Somerst,224455.0,6.14,6.5
1102,2,2,2004,7,Somerst,150180.0,4.54,7.1
1419,2,2,2007,8,StoneBr,385310.0,7.23,9.6
1362,2,2,2005,6,NridgHt,197610.0,4.03,6.9
848,1,1,2004,6,CollgCr,141660.0,4.78,5.7
4316,4,3,1994,10,NoRidge,753980.0,5.34,9.1
2519,4,2,1989,7,Timber,332630.0,5.79,4.8
1073,2,1,1921,5,OldTown,110490.0,4.33,4.3
1539,3,1,1936,5,BrkSide,145610.0,3.63,4.8
1137,2,2,1987,6,Timber,171920.0,6.36,5.0
616,2,1,1921,5,BrkSide,90230.0,4.59,4.9
1148,2,1,1952,5,Edwards,119900.0,6.2,5.1
894,3,1,1965,5,Sawyer,141950.0,3.85,4.8
1391,2,2,2004,7,Somerst,194050.0,5.65,6.3
1800,3,2,2002,8,Timber,309710.0,5.93,8.2
1164,3,1,1969,7,NWAmes,145130.0,3.29,7.4
2576,4,2,2006,8,StoneBr,362369.0,4.85,6.9
1812,4,2,1900,5,OldTown,143780.0,3.74,6.4
1484,3,2,2004,7,CollgCr,217950.0,3.35,6.9
1092,3,2,1930,4,IDOTRR,44680.0,8.44,4.0
1824,2,2,1971,7,ClearCr,302690.0,4.77,7.7
1324,2,2,2006,8,NridgHt,246650.0,7.45,8.2
1456,3,2,2007,7,Gilbert,181340.0,4.4,8.0
904,3,1,1966,5,Sawyer,104650.0,6.75,5.3
729,2,1,1935,3,BrkSide,45460.0,7.18,2.4
1178,2,1,1900,4,IDOTRR,98936.0,6.28,4.4
1228,2,2,1988,8,StoneBr,187230.0,5.59,6.9
960,3,1,1970,4,BrkSide,128190.0,5.27,4.1
1479,3,2,1976,6,Sawyer,130740.0,4.92,6.0
1350,3,2,1974,6,NWAmes,155670.0,8.11,5.8
2554,3,1,1890,7,OldTown,151790.0,7.57,6.9
1178,3,1,1973,5,NWAmes,147070.0,8.31,3.1
2418,3,2,1993,7,NoRidge,344960.0,3.68,6.5
971,3,1,1969,5,CollgCr,122440.0,7.02,5.1
1742,2,2,1985,8,StoneBr,265520.0,8.16,8.2
848,1,1,2004,6,CollgCr,146000.0,4.0,5.0
864,3,1,1970,4,NAmes,129390.0,3.37,5.3
1470,4,2,1954,4,Edwards,128760.0,7.08,3.1
1698,3,2,2007,9,Edwards,316520.0,6.16,10.0
864,3,1,1970,4,NAmes,112610.0,7.63,4.4
1680,3,2,1988,6,Crawfor,225690.0,3.77,5.4
